	domain	phylum	class	order	family	genus	species	ASV
ASV_6324	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6324
ASV_6325	Bacteria	Planctomycetota	Planctomycetes	unclassified_Planctomycetes	unclassified_Planctomycetes	unclassified_Planctomycetes	unclassified_Planctomycetes	ASV_6325
ASV_6326	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6326
ASV_6327	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6327
ASV_6328	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6328
ASV_6329	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_6329
ASV_6330	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6330
ASV_6331	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6331
ASV_6332	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6332
ASV_6333	Bacteria	Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	ASV_6333
ASV_6334	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	unclassified_Pseudonocardiales	unclassified_Pseudonocardiales	unclassified_Pseudonocardiales	ASV_6334
ASV_6335	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6335
ASV_6336	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6336
ASV_6337	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_6337
ASV_6338	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6338
ASV_6339	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6339
ASV_6340	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6340
ASV_6341	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6341
ASV_6342	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6342
ASV_6343	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6343
ASV_6344	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6344
ASV_6345	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6345
ASV_6346	Bacteria	Chloroflexi	Anaerolineae	Thermoflexales	Thermoflexaceae	Thermoflexus	Thermoflexus	ASV_6346
ASV_6347	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6347
ASV_6348	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6348
ASV_6349	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6349
ASV_6350	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6350
ASV_6351	Bacteria	Chloroflexi	Anaerolineae	Thermoflexales	Thermoflexaceae	Thermoflexus	Thermoflexus	ASV_6351
ASV_6352	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23	Subgroup 23	ASV_6352
ASV_6353	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6353
ASV_6354	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	unclassified_Corynebacteriales	unclassified_Corynebacteriales	unclassified_Corynebacteriales	ASV_6354
ASV_6355	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_6355
ASV_6356	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6356
ASV_6357	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6357
ASV_6358	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	Aminicenantales	ASV_6358
ASV_6359	Bacteria	Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	ASV_6359
ASV_6360	Bacteria	Proteobacteria	Gammaproteobacteria	uncultured	uncultured	uncultured	uncultured	ASV_6360
ASV_6361	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6361
ASV_6362	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_6362
ASV_6363	Bacteria	Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	ASV_6363
ASV_6364	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	uncultured	uncultured	ASV_6364
ASV_6365	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis_Unknown Family	uncultured	uncultured	uncultured	ASV_6365
ASV_6366	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6366
ASV_6367	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Chloroplast	ASV_6367
ASV_6368	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilaceae	Nitrosopumilaceae	ASV_6368
ASV_6369	Bacteria	Gemmatimonadota	MD2902-B12	MD2902-B12	MD2902-B12	MD2902-B12	MD2902-B12	ASV_6369
ASV_6370	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6370
ASV_6371	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6371
ASV_6372	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6372
ASV_6373	Bacteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	ASV_6373
ASV_6374	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6374
ASV_6375	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	ASV_6375
ASV_6376	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6376
ASV_6377	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6377
ASV_6378	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_6378
ASV_6379	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_6379
ASV_6380	Bacteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	ASV_6380
ASV_6381	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales_2	Geitlerinemaceae	Geitlerinema PCC-7105	Geitlerinema PCC-7105	ASV_6381
ASV_6382	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6382
ASV_6383	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6383
ASV_6384	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	BD2-11 terrestrial group	BD2-11 terrestrial group	BD2-11 terrestrial group	BD2-11 terrestrial group	ASV_6384
ASV_6385	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6385
ASV_6386	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6386
ASV_6387	Bacteria	Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	ASV_6387
ASV_6388	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6388
ASV_6389	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6389
ASV_6390	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured	ASV_6390
ASV_6391	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6391
ASV_6392	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6392
ASV_6393	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_6393
ASV_6394	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6394
ASV_6395	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6395
ASV_6396	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6396
ASV_6397	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_6397
ASV_6398	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_6398
ASV_6399	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6399
ASV_6400	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6400
ASV_6401	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6401
ASV_6402	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6402
ASV_6403	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_6403
ASV_6404	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured	ASV_6404
ASV_6405	Bacteria	Nitrospirota	Thermodesulfovibrionia	uncultured	uncultured	uncultured	uncultured	ASV_6405
ASV_6406	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6406
ASV_6407	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6407
ASV_6408	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6408
ASV_6409	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6409
ASV_6410	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6410
ASV_6411	Bacteria	WOR-1	WOR-1	WOR-1	WOR-1	WOR-1	WOR-1	ASV_6411
ASV_6412	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6412
ASV_6413	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6413
ASV_6414	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_6414
ASV_6415	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6415
ASV_6416	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woykebacteria	Candidatus Woykebacteria	Candidatus Woykebacteria	Candidatus Woykebacteria	ASV_6416
ASV_6417	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified_Sphingomonadaceae	unclassified_Sphingomonadaceae	ASV_6417
ASV_6418	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6418
ASV_6419	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6419
ASV_6420	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6420
ASV_6421	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6421
ASV_6422	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6422
ASV_6423	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_6423
ASV_6424	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6424
ASV_6425	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6425
ASV_6426	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6426
ASV_6427	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6427
ASV_6428	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6428
ASV_6429	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6429
ASV_6430	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6430
ASV_6431	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6431
ASV_6432	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6432
ASV_6433	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6433
ASV_6434	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6434
ASV_6435	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6435
ASV_6436	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_6436
ASV_6437	Bacteria	Planctomycetota	Planctomycetes	unclassified_Planctomycetes	unclassified_Planctomycetes	unclassified_Planctomycetes	unclassified_Planctomycetes	ASV_6437
ASV_6438	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_6438
ASV_6439	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6439
ASV_6440	Bacteria	Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	ASV_6440
ASV_6441	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6441
ASV_6442	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6442
ASV_6443	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_6443
ASV_6444	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_6444
ASV_6445	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6445
ASV_6446	Bacteria	Actinobacteriota	WCHB1-81	WCHB1-81	WCHB1-81	WCHB1-81	WCHB1-81	ASV_6446
ASV_6447	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6447
ASV_6448	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6448
ASV_6449	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6449
ASV_6450	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6450
ASV_6451	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_6451
ASV_6452	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6452
ASV_6453	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6453
ASV_6454	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6454
