,Date,Type,runno,Sample_Name,Number,Det.,Ion,Measurement,Core,Depth_cm,Real_depth_cm,Real_conc_ppb,Dilfac,Standard_group,U_spike_mass,Sample_mass,Total_mass,Conc_spike,U238_to_U236_mean,U238_to_U236_stdev,U238_to_U236_sterr,U238_to_U236_stderr,U238_to_U236_stderr_over_mean,Sample_conc_ppb,Sample_conc_ppb_undil,Sample_conc_uM
2654,5202022,Sample,43,57,15926.04043,,Fe56,CPS,GC04,170.0,176.0,,10.61253864,,,,,,,,,,,53.20349423669371,5.013267422759999,0.9527846389092712
2670,5202022,Sample,60,91,14253.08146,,Fe56,CPS,GC06,170.0,176.0,,10.80765379,,,,,,,,,,,48.17884589280083,4.45784504472,0.8628016814613328
2163,5142022,Sample,88,127,51271.0066,,Fe56,CPS,GC06,175.0,181.0,,11.95416456,,,,,,,,,,,117.23771007315955,9.807269214400002,2.099529191854576
3093,6042022,Sample,49,59,49930.26085,,Fe56,CPS,GC04,175.0,181.0,,10.52061101,,,,,,,,,,,91.65103556102109,8.71156964875,1.6413151067518101
2109,5142022,Sample,33,101,66910.61043,,Fe56,CPS,GC06,175.0,181.0,,10.26126791,,,,,,,,,,,130.1637352171378,12.684956319120001,2.3310124501636422
2136,5142022,Sample,60,99,38771.88592,,Fe56,CPS,GC06,180.0,186.0,,10.1683739,,,,,,,,,,,76.33836553081342,7.50743100928,1.3670910732595525
2123,5142022,Sample,47,99,38765.50647,,Fe56,CPS,GC06,180.0,186.0,,10.1683739,,,,,,,,,,,76.32642970236417,7.5062571904799995,1.3668773227500746
2686,5202022,Sample,77,55,26530.80612,,Fe56,CPS,GC04,180.0,186.0,,10.44450999,,,,,,,,,,,89.1339666349087,8.53404963184,1.5962386575019465
2107,5142022,Sample,31,99,38735.862,,Fe56,CPS,GC06,180.0,186.0,,10.1683739,,,,,,,,,,,76.27096546823914,7.500802608,1.3658840520816464
2635,5202022,Sample,24,84,15131.69423,,Fe56,CPS,GC04,195.0,201.0,,11.33602743,,,,,,,,,,,53.84096655471016,4.749544484359999,0.9642006904496804
2674,5202022,Sample,64,86,14113.79856,,Fe56,CPS,GC04,195.0,201.0,,10.60823123,,,,,,,,,,,46.79930601231724,4.41160312192,0.8380964543753087
2666,5202022,Sample,56,82,4830.506239,,Fe56,CPS,GC04,200.0,206.0,,10.62101579,,,,,,,,,,,14.121172301382733,1.329550071348,0.25288632344883116
