br correction factor,ID,meas_conc,br_corr,real_conc,Concentration_units,Ion,Depth_cm,Station,Core,Real_depth_cm,
0.482771084,121,0.1696,0.351305216,3.513052161,uM,Nitrate,160,CR04.5,GC06,166,Caltech
0.915325301,115,0,0,0,uM,Nitrate,165,CR04.5,GC06,171,Caltech
0.821975904,91,0.1433,0.174336011,1.743360107,uM,Nitrate,170,CR04.5,GC06,176,Caltech
0.953518072,127,0,0,0,uM,Nitrate,175,CR04.5,GC06,181,Caltech
0.946048193,129,0,0,0,uM,Nitrate,175,CR04.5,GC06,181,Caltech
0.943951807,99,0.399,0.422691071,4.226910707,uM,Nitrate,180,CR04.5,GC06,186,Caltech
0.965927711,2,4.11778228,4.263033593,89.02232026,uM,Strontium,2,SCB01,MC01,2,
0.943084337,3,3.56880716,3.784186651,88.81552931,uM,Strontium,3,SCB01,MC01,3,
0.933759036,4,3.58192532,3.836027477,90.03909234,uM,Strontium,4,SCB01,MC01,4,
0.969204819,5,3.71807592,3.836212786,90.04346605,uM,Strontium,5,SCB01,MC01,5,
0.970578313,6,4.03142106,4.153627796,90.47467334,uM,Strontium,6,SCB01,MC01,6,
0.940771084,8,3.72056042,3.954798869,90.82507993,uM,Strontium,8,SCB01,MC01,8,
0.920819277,7,3.5949441,3.904071287,90.63643757,uM,Strontium,10,SCB01,MC01,10,
0.967228916,9,3.72851082,3.854838043,90.48306504,uM,Strontium,12,SCB01,MC01,12,
0.951879518,10,3.6888582,3.875341501,90.96699392,uM,Strontium,15,SCB01,MC01,15,
0.998216867,11,3.68150408,3.688080416,90.88437639,uM,Strontium,18,SCB01,MC01,18,
0.980192771,12,3.953209,4.033093404,90.65572041,uM,Strontium,20,SCB01,MC01,20,
0.917759036,13,3.7415296,4.076810418,90.32192367,uM,Strontium,23,SCB01,MC01,23,
0.986674699,14,3.49963868,3.54690222,90.40483761,uM,Strontium,27,SCB01,MC01,27,
0.980746988,15,3.70605094,3.778804305,90.47105522,uM,Strontium,31,SCB01,MC01,31,
0.964963855,16,3.61173932,3.742875238,89.60130259,uM,Strontium,36,SCB01,MC01,36,
0.988891566,42,3.47350174,3.512520339,85.3664866,uM,Strontium,3,CR02,GC02,6.5,
0.493204819,40,1.82419126,3.69864849,85.53500667,uM,Strontium,15,CR02,GC02,18.5,
0.960771084,45,3.4657501,3.607258957,85.33998629,uM,Strontium,18,CR02,GC02,21.5,
0.75053012,39,2.93565718,3.911444857,87.6603366,uM,Strontium,21,CR02,GC02,24.5,
0.940722892,37,3.49387464,3.7140317,85.90739561,uM,Strontium,27,CR02,GC02,30.5,
1.155060241,25,3.69213774,3.196489334,85.37739774,uM,Strontium,30,CR02,GC02,33.5,
0.984168675,32,3.75037442,3.810702897,88.24756293,uM,Strontium,33,CR02,GC02,36.5,
0.991518072,41,3.62346616,3.654463051,89.30688655,uM,Strontium,36,CR02,GC02,39.5,
0.930746988,44,3.93740758,4.230373701,88.89401635,uM,Strontium,42,CR02,GC02,45.5,
0.813108434,38,3.20179682,3.937724278,91.32243209,uM,Strontium,45,CR02,GC02,48.5,
0.731927711,24,3.5099742,4.795520306,92.72152903,uM,Strontium,48,CR02,GC02,51.5,
1.240650602,29,4.2294854,3.409086645,93.54373879,uM,Strontium,51,CR02,GC02,54.5,
1.133108434,28,4.26933678,3.767809552,92.05072114,uM,Strontium,54,CR02,GC02,57.5,
0.911686747,20,4.26247956,4.675377342,92.23391837,uM,Strontium,57,CR02,GC02,60.5,
0.963903614,35,3.87281058,4.017840085,93.2618349,uM,Strontium,60,CR02,GC02,63.5,
0.774795181,26,3.0215215,3.899768062,92.82435653,uM,Strontium,63,CR02,GC02,66.5,
0.922554217,23,3.68060966,3.989586295,92.57788149,uM,Strontium,66,CR02,GC02,69.5,
0.685349398,19,2.66564172,3.88946387,93.78529252,uM,Strontium,69,CR02,GC02,72.5,
1.025325301,22,3.78068532,3.687303254,93.57278584,uM,Strontium,72,CR02,GC02,75.5,
0.891614458,36,3.64572728,4.088905522,94.98215096,uM,Strontium,81,CR02,GC02,84.5,
0.85746988,18,3.40473078,3.970670995,94.54073879,uM,Strontium,84,CR02,GC02,87.5,
0.938771084,27,3.87787896,4.130803584,94.78602337,uM,Strontium,87,CR02,GC02,90.5,
0.979638554,21,3.94694806,4.028983999,93.53160113,uM,Strontium,90,CR02,GC02,93.5,
0.904554217,17,3.74540542,4.140609098,96.2337649,uM,Strontium,96,CR02,GC02,99.5,
0.838746988,52,3.4418989,4.103619982,95.33835116,uM,Strontium,99,CR02,GC02,102.5,
1.060481928,51,3.92409066,3.700289988,95.83389494,uM,Strontium,102,CR02,GC02,105.5,
1.228457831,48,3.98759448,3.246016573,97.3711632,uM,Strontium,108,CR02,GC02,111.5,
0.879614458,46,3.74063518,4.252584921,96.5236696,uM,Strontium,111,CR02,GC02,114.5,
0.998168675,49,4.13795642,4.145548267,96.3533298,uM,Strontium,114,CR02,GC02,117.5,
0.879228916,50,3.61809964,4.115082632,98.0365824,uM,Strontium,123,CR02,GC02,126.5,
0.646,b,2.8729484,4.447288545,85.71475451,uM,Strontium,10,CR03,GC04,16,
1.073783133,c,4.19062782,3.902676149,86.58903383,uM,Strontium,15,CR03,GC04,21,
0.742746988,e,3.35861846,4.521887688,87.21963635,uM,Strontium,25,CR03,GC04,31,
0.986722892,60,4.28096424,4.338567876,86.54747877,uM,Strontium,30,CR03,GC04,36,
0.857084337,64,3.7713436,4.400201282,87.79080396,uM,Strontium,35,CR03,GC04,41,
0.932337349,83,4.4570656,4.780528854,90.41989042,uM,Strontium,40,CR03,GC04,46,
0.856457831,73,3.94168092,4.602305888,91.86784212,uM,Strontium,45,CR03,GC04,51,
0.82113253,62,3.85591598,4.69585096,93.75491851,uM,Strontium,50,CR03,GC04,56,
0.956795181,68,4.33323812,4.528908807,93.41314595,uM,Strontium,55,CR03,GC04,61,
0.707156627,81,2.8108359,3.974842057,92.32246225,uM,Strontium,60,CR03,GC04,66,
0.96086747,78,4.15365846,4.322821399,93.29034522,uM,Strontium,65,CR03,GC04,71,
0.960192771,76,4.18218052,4.355563431,93.9508473,uM,Strontium,70,CR03,GC04,76,
0.826650602,77,3.973085,4.806244607,92.95594309,uM,Strontium,80,CR03,GC04,86,
0.965879518,61,4.37865478,4.533334332,94.51106722,uM,Strontium,85,CR03,GC04,91,
0.937445783,f,4.40081652,4.694475776,95.7444681,uM,Strontium,90,CR03,GC04,96,
0.907204819,53,3.93323362,4.335551946,96.573094,uM,Strontium,95,CR03,GC04,101,
0.877445783,58,3.7017776,4.218810633,96.235373,uM,Strontium,100,CR03,GC04,106,
0.879180723,67,4.04155782,4.596959095,98.8205005,uM,Strontium,110,CR03,GC04,116,
0.637445783,69,2.95165736,4.630444562,98.4873543,uM,Strontium,110,CR03,GC04,116,
0.970795181,70,4.62342772,4.762516143,98.1256859,uM,Strontium,110,CR03,GC04,116,
0.981759036,71,4.7447707,4.832927964,98.5374517,uM,Strontium,110,CR03,GC04,116,
0.972578313,72,4.19062782,4.308781887,98.0503551,uM,Strontium,115,CR03,GC04,121,
1.001204819,80,4.20146024,4.196404331,98.8093093,uM,Strontium,120,CR03,GC04,126,
1.060192771,65,4.01164444,3.783882091,99.1167466,uM,Strontium,130,CR03,GC04,136,
0.969277108,75,4.4838982,4.626023003,99.4068041,uM,Strontium,135,CR03,GC04,141,
0.923108434,74,3.9601656,4.290032953,99.6894256,uM,Strontium,140,CR03,GC04,146,
0.944361446,56,4.19062782,4.437525313,100.6474847,uM,Strontium,150,CR03,GC04,156,
0.973325301,66,4.2970638,4.414828007,100.189614,uM,Strontium,155,CR03,GC04,161,
0.96260241,54,4.13845332,4.299234324,100.8836895,uM,Strontium,160,CR03,GC04,166,
1,57,4.54541442,4.54541442,102.823922,uM,Strontium,170,CR03,GC04,176,
0.900746988,59,4.10019202,4.55199082,102.9565871,uM,Strontium,175,CR03,GC04,181,
0.768843373,55,3.51404878,4.570565217,103.3312868,uM,Strontium,180,CR03,GC04,186,
0.895204819,84,4.34695256,4.855818988,103.5381352,uM,Strontium,195,CR03,GC04,201,
0.935566265,85,4.61418538,4.931970671,103.561368,uM,Strontium,195,CR03,GC04,201,
0.916746988,86,4.2120939,4.594608933,103.8163185,uM,Strontium,195,CR03,GC04,201,
0.659421687,87,3.02390662,4.58569483,103.6364951,uM,Strontium,195,CR03,GC04,201,
0.984746988,82,4.47276764,4.542047546,103.7646479,uM,Strontium,200,CR03,GC04,206,
0.808409639,109,2.2931897,2.836667935,86.05532342,uM,Strontium,5,CR04.5,GC06,11,
0.925253012,103,2.59655564,2.806319575,85.09720735,uM,Strontium,10,CR04.5,GC06,16,
0.923518072,126,2.7812611,3.011593583,86.53460432,uM,Strontium,15,CR04.5,GC06,21,
0.916024096,123,2.70499368,2.952972188,86.70118247,uM,Strontium,20,CR04.5,GC06,26,
0.800554217,113,2.18785848,2.732929805,87.82347555,uM,Strontium,25,CR04.5,GC06,31,
0.904289157,89,2.50385214,2.768862284,88.95788567,uM,Strontium,30,CR04.5,GC06,36,
0.929228916,125,2.85351972,3.070846884,88.40526689,uM,Strontium,35,CR04.5,GC06,41,
0.951277108,117,2.76582722,2.907488465,88.29117042,uM,Strontium,40,CR04.5,GC06,46,
0.732144578,107,2.17372746,2.968986624,90.23270452,uM,Strontium,45,CR04.5,GC06,51,
0.903807229,97,2.49393036,2.759360935,93.70114997,uM,Strontium,50,CR04.5,GC06,56,
0.940795181,90,2.91996558,3.10372081,94.48634429,uM,Strontium,55,CR04.5,GC06,61,
0.650120482,119,1.6362476,2.516837487,91.74338522,uM,Strontium,65,CR04.5,GC06,71,
0.80139759,111,2.44843048,3.055200701,92.95453511,uM,Strontium,70,CR04.5,GC06,76,
0.676746988,102,1.86986042,2.763012549,93.33228378,uM,Strontium,75,CR04.5,GC06,81,
0.949831325,112,2.94842806,3.104159635,94.50019827,uM,Strontium,80,CR04.5,GC06,86,
0.937951807,118,2.87476636,3.064940371,93.26202237,uM,Strontium,85,CR04.5,GC06,91,
0.920120482,108,2.7737446,3.014545002,93.68830114,uM,Strontium,90,CR04.5,GC06,96,
0.937662651,124,2.95323862,3.149574762,95.93398133,uM,Strontium,95,CR04.5,GC06,101,
0.91286747,100,2.7261401,2.986348172,96.8326923,uM,Strontium,100,CR04.5,GC06,106,
0.964337349,92,2.95845006,3.067858008,98.3973616,uM,Strontium,105,CR04.5,GC06,111,
0.94453012,93,2.88098,3.050172713,97.8390261,uM,Strontium,105,CR04.5,GC06,111,
0.931156627,94,3.02249064,3.245952994,98.9767004,uM,Strontium,105,CR04.5,GC06,111,
0.795855422,95,2.5632826,3.220789267,98.1822663,uM,Strontium,105,CR04.5,GC06,111,
0.851638554,114,2.61750162,3.073488873,98.5751314,uM,Strontium,110,CR04.5,GC06,116,
0.842409639,98,2.10988732,2.50458592,97.9783538,uM,Strontium,115,CR04.5,GC06,121,
0.889783133,104,2.74007068,3.079481482,98.7643217,uM,Strontium,120,CR04.5,GC06,126,
0.981204819,120,2.98611078,3.043310348,97.6223771,uM,Strontium,125,CR04.5,GC06,131,
0.751493976,122,2.09415278,2.786652784,98.9907241,uM,Strontium,130,CR04.5,GC06,136,
0.914337349,106,2.90723764,3.179611597,99.908199,uM,Strontium,135,CR04.5,GC06,141,
0.468819277,105,2.27951544,4.862247675,100.9138088,uM,Strontium,140,CR04.5,GC06,146,
0.823614458,116,2.95720308,3.590518661,100.9154459,uM,Strontium,145,CR04.5,GC06,151,
0.920096386,110,3.0047517,3.26569232,99.5998829,uM,Strontium,150,CR04.5,GC06,156,
0.948385542,96,2.94953048,3.110054244,100.7381678,uM,Strontium,155,CR04.5,GC06,161,
0.965542169,121,3.06014056,3.169349469,101.6015085,uM,Strontium,160,CR04.5,GC06,166,
0.915325301,115,2.8724613,3.138186278,100.6176676,uM,Strontium,165,CR04.5,GC06,171,
0.821975904,91,2.64285728,3.215249095,103.0505874,uM,Strontium,170,CR04.5,GC06,176,
0.805783133,101,2.4615593,3.054865758,103.0304161,uM,Strontium,175,CR04.5,GC06,181,
0.953518072,127,3.29318486,3.453720444,102.9942578,uM,Strontium,175,CR04.5,GC06,181,
1.301228916,128,3.0668881,2.356916652,103.107375,uM,Strontium,175,CR04.5,GC06,181,
0.946048193,129,3.18093846,3.362342938,102.6512014,uM,Strontium,175,CR04.5,GC06,181,
0.943951807,99,3.06067446,3.242405424,103.9079292,uM,Strontium,180,CR04.5,GC06,186,
0.965927711,2,545.79215,565.04451,52.95837997,mM,Magnesium,2,SCB01,MC01,2,
0.943084337,3,512.3393417,543.259305,52.77831606,mM,Magnesium,3,SCB01,MC01,3,
0.933759036,4,534.0002237,571.8822555,52.63942059,mM,Magnesium,4,SCB01,MC01,4,
0.969204819,5,537.0346287,554.0981824,52.86292906,mM,Magnesium,5,SCB01,MC01,5,
0.970578313,6,547.2195326,563.8077063,52.83363032,mM,Magnesium,6,SCB01,MC01,6,
0.940771084,8,530.3936228,563.7860598,52.83144696,mM,Magnesium,8,SCB01,MC01,8,
0.920819277,7,512.2775864,556.328043,52.07919742,mM,Magnesium,10,SCB01,MC01,10,
0.967228916,9,521.3326421,538.9961297,51.33966726,mM,Magnesium,12,SCB01,MC01,12,
0.951879518,10,518.5477118,544.7619178,50.91258537,mM,Magnesium,15,SCB01,MC01,15,
0.998216867,11,537.8461149,538.806879,51.32057857,mM,Magnesium,18,SCB01,MC01,18,
0.980192771,12,528.557744,539.2385657,50.35547493,mM,Magnesium,20,SCB01,MC01,20,
0.917759036,13,505.8282801,551.1558701,50.54886298,mM,Magnesium,23,SCB01,MC01,23,
0.986674699,14,519.1931542,519.1931542,50.04830085,mM,Magnesium,27,SCB01,MC01,27,
0.980746988,15,522.8304881,533.0941563,49.73572181,mM,Magnesium,31,SCB01,MC01,31,
0.964963855,16,509.9242745,528.4387302,49.26615434,mM,Magnesium,36,SCB01,MC01,36,
0.992048193,42,579.0222819,583.6634613,52.81908111,mM,Magnesium,3,CR02,GC02,6.5,
0.753855422,40,441.3331426,585.4347264,52.99773898,mM,Magnesium,15,CR02,GC02,18.5,
0.98373494,45,583.3895379,593.0352927,52.75572116,mM,Magnesium,18,CR02,GC02,21.5,
0.75053012,39,436.4834822,581.5669089,52.60761329,mM,Magnesium,21,CR02,GC02,24.5,
0.959156627,37,564.3933632,588.4266945,53.2995225,mM,Magnesium,27,CR02,GC02,30.5,
0.99373494,25,579.9462472,583.6025523,52.81293756,mM,Magnesium,30,CR02,GC02,33.5,
0.981204819,32,577.6569614,588.7220997,53.32931841,mM,Magnesium,33,CR02,GC02,36.5,
0.981445783,41,579.4097083,590.3634396,53.49487143,mM,Magnesium,36,CR02,GC02,39.5,
0.506987952,44,589.4878528,589.4878528,53.40655576,mM,Magnesium,42,CR02,GC02,45.5,
0.834698795,38,494.8906187,592.8972482,53.7504429,mM,Magnesium,45,CR02,GC02,48.5,
1.006144578,24,591.4654122,587.8533015,53.24168747,mM,Magnesium,48,CR02,GC02,51.5,
0.933493976,29,554.1387992,593.6179702,53.82313821,mM,Magnesium,51,CR02,GC02,54.5,
0.958072289,28,568.9204947,593.8179208,53.84330613,mM,Magnesium,54,CR02,GC02,57.5,
0.985421687,20,587.0006259,595.6847041,54.0315984,mM,Magnesium,57,CR02,GC02,60.5,
0.968433735,35,576.9334064,595.7386505,54.03703968,mM,Magnesium,60,CR02,GC02,63.5,
1.006987952,26,596.9072498,592.7650363,53.7371074,mM,Magnesium,63,CR02,GC02,66.5,
0.921445783,23,546.5717694,593.1675845,53.77771025,mM,Magnesium,66,CR02,GC02,69.5,
0.979638554,19,583.6636102,595.7948549,54.04270871,mM,Magnesium,69,CR02,GC02,72.5,
0.994698795,22,591.1241592,594.2745302,53.88936184,mM,Magnesium,72,CR02,GC02,75.5,
0.978072289,36,584.0938544,597.1888386,54.18331225,mM,Magnesium,81,CR02,GC02,84.5,
0.960843373,18,570.5056698,593.7551171,53.83697147,mM,Magnesium,84,CR02,GC02,87.5,
0.966310241,27,577.4126214,597.5437256,54.21910777,mM,Magnesium,87,CR02,GC02,90.5,
1.003418675,21,603.0478483,600.9932479,54.5670423,mM,Magnesium,90,CR02,GC02,93.5,
0.997876506,17,599.6105955,600.8865745,54.55628273,mM,Magnesium,96,CR02,GC02,99.5,
0.874262048,52,523.7051526,599.0253766,54.36855383,mM,Magnesium,99,CR02,GC02,102.5,
0.993057229,51,597.6054579,601.783503,54.64675103,mM,Magnesium,102,CR02,GC02,105.5,
1.022695783,47,601.7353053,588.3815258,54.64188958,mM,Magnesium,105,CR02,GC02,108.5,
0.994262048,48,598.7188637,602.1741097,54.68614939,mM,Magnesium,108,CR02,GC02,111.5,
0.996430723,46,597.0923309,599.2311529,54.38930937,mM,Magnesium,111,CR02,GC02,114.5,
0.961490964,49,580.3222736,603.5649792,54.82643882,mM,Magnesium,114,CR02,GC02,117.5,
0.845828313,50,519.2164918,613.8556533,54.85575754,mM,Magnesium,123,CR02,GC02,126.5,
0.992575301,a,590.7339971,595.1528276,52.96930538,mM,Magnesium,5,CR03,GC04,11,
0.857153614,b,502.6203635,586.3830649,53.09339271,mM,Magnesium,10,CR03,GC04,16,
0.971611446,c,573.7279331,590.4911224,52.49910456,mM,Magnesium,15,CR03,GC04,21,
0.954503012,d,566.2115203,593.2003495,52.77236954,mM,Magnesium,20,CR03,GC04,26,
0.871370482,e,520.0622272,596.8325046,53.13872525,mM,Magnesium,25,CR03,GC04,31,
0.986722892,60,558.6699548,566.1872848,52.56932267,mM,Magnesium,30,CR03,GC04,36,
0.857084337,64,477.0648988,556.613717,52.1080118,mM,Magnesium,35,CR03,GC04,41,
0.932337349,83,552.4600884,592.5538527,51.6985154,mM,Magnesium,40,CR03,GC04,46,
0.856457831,73,483.7749915,564.8555875,51.93067886,mM,Magnesium,45,CR03,GC04,51,
0.82113253,62,462.6688192,563.4520643,51.78911312,mM,Magnesium,50,CR03,GC04,56,
0.956795181,68,530.6948978,554.6588324,51.91083324,mM,Magnesium,55,CR03,GC04,61,
0.707156627,81,376.206796,531.9992515,51.6425758,mM,Magnesium,60,CR03,GC04,66,
0.96086747,78,540.9003203,562.9291627,51.73637087,mM,Magnesium,65,CR03,GC04,71,
0.960192771,76,549.994029,572.7954277,51.72288176,mM,Magnesium,70,CR03,GC04,76,
0.826650602,77,466.9038351,564.8140021,51.92648436,mM,Magnesium,80,CR03,GC04,86,
0.965879518,61,526.2024171,544.7909468,50.91551336,mM,Magnesium,85,CR03,GC04,91,
0.937445783,f,541.8291025,577.9844682,51.23762648,mM,Magnesium,90,CR03,GC04,96,
0.907204819,53,499.6895155,550.8012136,50.51309071,mM,Magnesium,95,CR03,GC04,101,
0.877445783,58,489.600579,557.9838531,50.63237712,mM,Magnesium,100,CR03,GC04,106,
0.879180723,67,481.9738756,548.2079657,50.75584668,mM,Magnesium,110,CR03,GC04,116,
0.637445783,69,360.1281234,564.9549074,50.93205118,mM,Magnesium,110,CR03,GC04,116,
0.970795181,70,549.0842292,565.6025494,50.9973753,mM,Magnesium,110,CR03,GC04,116,
0.981759036,71,548.3628372,558.5513522,50.99221132,mM,Magnesium,110,CR03,GC04,116,
0.972578313,72,535.452883,550.5498896,50.48774102,mM,Magnesium,115,CR03,GC04,121,
1.001204819,80,554.3796155,553.712492,50.80673551,mM,Magnesium,120,CR03,GC04,126,
1,65,552.1228218,552.1228218,50.64639413,mM,Magnesium,130,CR03,GC04,136,
0.969277108,75,540.8189143,557.9610924,50.22662315,mM,Magnesium,135,CR03,GC04,141,
0.923108434,74,500.2876602,541.9597979,49.62130527,mM,Magnesium,140,CR03,GC04,146,
0.944361446,56,512.3091773,542.492686,48.66640925,mM,Magnesium,150,CR03,GC04,156,
0.973325301,66,531.5924782,546.1611627,49.03642851,mM,Magnesium,155,CR03,GC04,161,
0.96260241,54,516.3042645,536.3629462,49.25851043,mM,Magnesium,160,CR03,GC04,166,
0.983277108,57,533.1092168,542.1759667,48.6344635,mM,Magnesium,170,CR03,GC04,176,
0.900746988,59,479.3633682,532.1842589,49.13962265,mM,Magnesium,175,CR03,GC04,181,
0.768843373,55,441.5100188,574.2522261,48.84388448,mM,Magnesium,180,CR03,GC04,186,
0.895204819,84,502.8548723,561.7204705,48.58852008,mM,Magnesium,195,CR03,GC04,201,
0.935566265,85,536.9491829,573.9296113,48.81134408,mM,Magnesium,195,CR03,GC04,201,
0.916746988,86,496.2917512,541.3617472,48.55233762,mM,Magnesium,195,CR03,GC04,201,
0.659421687,87,356.2876487,540.3032017,48.4455679,mM,Magnesium,195,CR03,GC04,201,
0.984746988,82,527.98879,536.1669509,48.63355413,mM,Magnesium,200,CR03,GC04,206,
0.808409639,109,475.635831,588.3599209,53.29278741,mM,Magnesium,5,CR4.5,GC06,11,
0.925253012,103,534.5596823,577.7443309,52.62550888,mM,Magnesium,10,CR4.5,GC06,16,
0.923518072,126,536.6294538,581.0708744,52.55758099,mM,Magnesium,15,CR4.5,GC06,21,
0.916024096,123,535.8602529,584.9848874,52.95236617,mM,Magnesium,20,CR4.5,GC06,26,
0.800554217,113,449.1798745,561.0861389,52.55912064,mM,Magnesium,25,CR4.5,GC06,31,
0.904289157,89,518.6854337,573.5836042,51.80238082,mM,Magnesium,30,CR4.5,GC06,36,
0.929228916,125,545.9224193,587.5004642,51.99572406,mM,Magnesium,35,CR4.5,GC06,41,
0.951277108,117,544.7389569,572.6396148,51.70716576,mM,Magnesium,40,CR4.5,GC06,46,
0.732144578,107,424.2456215,579.456072,52.09211101,mM,Magnesium,45,CR4.5,GC06,51,
0.903807229,97,524.7994187,580.6541504,52.51554831,mM,Magnesium,50,CR4.5,GC06,56,
0.940795181,90,543.4593018,577.6595299,52.21349725,mM,Magnesium,55,CR4.5,GC06,61,
0.650120482,119,374.6056386,576.2095627,52.06724696,mM,Magnesium,65,CR4.5,GC06,71,
0.80139759,111,471.1777575,587.945064,52.24229752,mM,Magnesium,70,CR4.5,GC06,76,
0.676746988,102,389.0632427,574.9020678,51.93536707,mM,Magnesium,75,CR4.5,GC06,81,
0.949831325,112,538.8964806,567.3601894,51.17465887,mM,Magnesium,80,CR4.5,GC06,86,
0.937951807,118,536.7235781,572.2293768,51.66578728,mM,Magnesium,85,CR4.5,GC06,91,
0.920120482,108,520.277876,565.4453805,50.98152253,mM,Magnesium,90,CR4.5,GC06,96,
0.937662651,124,527.989595,563.0912084,50.74407001,mM,Magnesium,95,CR4.5,GC06,101,
0.91286747,100,523.053831,572.9789353,50.73274564,mM,Magnesium,100,CR4.5,GC06,106,
0.964337349,92,533.6753413,553.4114609,50.77637214,mM,Magnesium,105,CR4.5,GC06,111,
0.94453012,93,533.3435064,564.6654297,50.90285314,mM,Magnesium,105,CR4.5,GC06,111,
0.931156627,94,525.3911348,564.2349738,50.8594354,mM,Magnesium,105,CR4.5,GC06,111,
0.795855422,95,458.4625179,576.062568,50.94291031,mM,Magnesium,105,CR4.5,GC06,111,
0.851638554,114,473.4189891,555.8919177,51.0265623,mM,Magnesium,110,CR4.5,GC06,116,
0.842409639,98,477.1397921,566.3987806,51.07768681,mM,Magnesium,115,CR4.5,GC06,121,
0.889783133,104,501.9236008,564.0965561,50.84547396,mM,Magnesium,120,CR4.5,GC06,126,
0.981204819,120,555.8132785,566.4599965,51.08386132,mM,Magnesium,125,CR4.5,GC06,131,
0.751493976,122,426.1889968,567.1223063,51.1506649,mM,Magnesium,130,CR4.5,GC06,136,
0.914337349,106,511.4307108,559.3457503,50.36628606,mM,Magnesium,135,CR4.5,GC06,141,
0.468819277,105,260.8383273,556.3728711,50.06642792,mM,Magnesium,140,CR4.5,GC06,146,
0.823614458,116,453.692561,550.8555085,49.50992161,mM,Magnesium,145,CR4.5,GC06,151,
0.920096386,110,523.245112,568.6851076,49.59359875,mM,Magnesium,150,CR4.5,GC06,156,
0.948385542,96,512.6600304,540.5607821,48.97587139,mM,Magnesium,155,CR4.5,GC06,161,
0.482771084,121,264.9437106,548.7978033,49.10064299,mM,Magnesium,160,CR4.5,GC06,166,
0.915325301,115,496.0479691,541.9362585,48.61028544,mM,Magnesium,165,CR4.5,GC06,171,
0.821975904,91,445.8484816,542.4106468,48.65813441,mM,Magnesium,170,CR4.5,GC06,176,
0.805783133,101,441.5913185,548.0275035,49.22467614,mM,Magnesium,175,CR4.5,GC06,181,
0.953518072,127,516.8295456,542.0238595,48.61912127,mM,Magnesium,175,CR4.5,GC06,181,
1.301228916,128,515.5936692,396.2359451,48.77745943,mM,Magnesium,175,CR4.5,GC06,181,
0.946048193,129,516.259518,545.7010774,48.99002221,mM,Magnesium,175,CR4.5,GC06,181,
0.943951807,99,507.8545484,538.0089794,48.8193495,mM,Magnesium,180,CR4.5,GC06,186,
0.965927711,2,2873.955,2975.33135,28.49757846,mM,Sulfate,2,SCB01,MC01,2,
0.943084337,3,2803.738,2972.945143,28.47351009,mM,Sulfate,3,SCB01,MC01,3,
0.933759036,4,2780.8796,2978.15549,28.52606402,mM,Sulfate,4,SCB01,MC01,4,
0.969204819,5,2879.0825,2970.561478,28.44946735,mM,Sulfate,5,SCB01,MC01,5,
0.970578313,6,2886.5609,2974.062845,28.48478374,mM,Sulfate,6,SCB01,MC01,6,
0.940771084,8,2793.5616,2969.438205,28.43813751,mM,Sulfate,8,SCB01,MC01,8,
0.920819277,7,2722.8629,2957.000323,28.31268338,mM,Sulfate,10,SCB01,MC01,10,
0.967228916,9,2846.2981,2942.734707,28.16879388,mM,Sulfate,12,SCB01,MC01,12,
0.951879518,10,2803.8537,2803.8537,27.97835144,mM,Sulfate,15,SCB01,MC01,15,
0.998216867,11,2910.283,2915.48169,27.89390754,mM,Sulfate,18,SCB01,MC01,18,
0.980192771,12,2852.5544,2910.197345,27.84060723,mM,Sulfate,20,SCB01,MC01,20,
0.917759036,13,2654.9885,2892.903688,27.66617552,mM,Sulfate,23,SCB01,MC01,23,
0.986674699,14,2852.4124,2890.934979,27.64631824,mM,Sulfate,27,SCB01,MC01,27,
0.980746988,15,2820.2284,2820.2284,26.93313948,mM,Sulfate,31,SCB01,MC01,31,
0.964963855,16,2740.6677,2840.176536,27.13434546,mM,Sulfate,36,SCB01,MC01,36,
0.992048193,42,249.7622,251.7641802,28.42001818,mM,Sulfate,3,CR02,GC02,6.5,
0.753855422,40,190.2055,252.3103164,28.47510396,mM,Sulfate,15,CR02,GC02,18.5,
0.98373494,45,248.9702,253.0866699,28.55341051,mM,Sulfate,18,CR02,GC02,21.5,
0.75053012,39,190.3054,253.5613093,28.6012848,mM,Sulfate,21,CR02,GC02,24.5,
0.959156627,37,243.0861,253.4373358,28.58878026,mM,Sulfate,27,CR02,GC02,30.5,
0.99373494,25,251.3018,252.8861469,28.53318485,mM,Sulfate,30,CR02,GC02,33.5,
0.981204819,32,248.3148,253.0713212,28.55186237,mM,Sulfate,33,CR02,GC02,36.5,
0.981445783,41,247.3974,252.0744439,28.45131279,mM,Sulfate,36,CR02,GC02,39.5,
0.506987952,44,126.8066,250.1175808,28.45566377,mM,Sulfate,42,CR02,GC02,45.5,
0.834698795,38,209.7915,251.3379691,28.37702858,mM,Sulfate,45,CR02,GC02,48.5,
1.006144578,24,252.2386,250.6981655,28.31249508,mM,Sulfate,48,CR02,GC02,51.5,
0.933493976,29,235.4941,252.2716869,28.47120761,mM,Sulfate,51,CR02,GC02,54.5,
0.958072289,28,241.4144,251.9793159,28.44171774,mM,Sulfate,54,CR02,GC02,57.5,
0.985421687,20,249.4641,253.1546681,28.56026911,mM,Sulfate,57,CR02,GC02,60.5,
0.968433735,35,247.0193,255.0709368,28.5518236,mM,Sulfate,60,CR02,GC02,63.5,
1.006987952,26,255.0984,253.3281551,28.5777678,mM,Sulfate,63,CR02,GC02,66.5,
