Date,Type,runno,Sample_Name,Number,Det.,Ion,Measurement,Core,Depth_cm,Real_depth_cm,Real_conc_ppb,Dilfac,Standard_group,U_spike_mass,Sample_mass,Total_mass,Conc_spike,U238_to_U236_mean,U238_to_U236_stdev,U238_to_U236_sterr,U238_to_U236_stderr,U238_to_U236_stderr_over_mean
5022022,Sample,31,GC19,5463.554,,Co59,CPS,GC02,69,72.5,,10.09787795,,,,,,,,,,
5022022,Sample,32,GC42,4952.632,,Co59,CPS,GC02,3,6.5,,10.09417095,,,,,,,,,,
5022022,blank,33,0,5732.548,,Co59,CPS,,,,0,,c,,,,,,,,,
5022022,Standard,34,6,7308.5,,Co59,CPS,,,,0.4,,c,,,,,,,,,
5022022,Standard,35,5,9020.686,,Co59,CPS,,,,0.77,,c,,,,,,,,,
5022022,Standard,36,4,51313.5,,Co59,CPS,,,,3.77,,c,,,,,,,,,
5022022,Standard,37,3,95985.948,,Co59,CPS,,,,7.8,,c,,,,,,,,,
5022022,Standard,38,2,443771.712,,Co59,CPS,,,,38.18,,c,,,,,,,,,
5022022,Standard,39,1,4712568.614,,Co59,CPS,,,,366.63,,c,,,,,,,,,
5022022,blank,40,0,6089.542,,Co59,CPS,,,,0,,c,,,,,,,,,
5022022,blank,41,0,5715.566,,Co59,CPS,,,,0,,c,,,,,,,,,
5022022,Sample,42,GC20,5690.53,,Co59,CPS,GC02,57,,,10.11343762,,,,,,,,,,
5022022,Sample,43,GC71,5092.612,,Co59,CPS,GC04,110,,,10.09230754,,,,,,,,,,
5022022,Sample,44,GC03,5805.552,,Co59,CPS,MC01,3,,,10.11976995,,,,,,,,,,
5022022,Sample,45,GC28,5450.554,,Co59,CPS,GC02,54,,,10.0956967,,,,,,,,,,
5022022,Sample,46,GC44,5605.564,,Co59,CPS,GC02,42,,,16.40037617,,,,,,,,,,
5022022,Sample,47,GC77,5200.618,,Co59,CPS,GC04,80,,,10.13208268,,,,,,,,,,
5022022,blank,48,0,5610.596,,Co59,CPS,,,,0,,d,,,,,,,,,
5022022,Standard,49,6,7277.526,,Co59,CPS,,,,0.4,,d,,,,,,,,,
5022022,Standard,50,5,8849.606,,Co59,CPS,,,,0.77,,d,,,,,,,,,
5022022,Standard,51,4,50732.982,,Co59,CPS,,,,3.77,,d,,,,,,,,,
5022022,Standard,52,3,95704.238,,Co59,CPS,,,,7.8,,d,,,,,,,,,
5022022,Standard,53,2,437946.874,,Co59,CPS,,,,38.18,,d,,,,,,,,,
5022022,Standard,54,1,4689365.026,,Co59,CPS,,,,366.63,,d,,,,,,,,,
5022022,blank,55,0,6296.532,,Co59,CPS,,,,0,,d,,,,,,,,,
5022022,blank,56,0,5833.544,,Co59,CPS,,,,0,,d,,,,,,,,,
5022022,blank,1,0,2.341192359,P,Co59,RDS,,,,0,,a,,,,,,,,,
5022022,blank,2,0,3.706095884,P,Co59,RDS,,,,0,,a,,,,,,,,,
5022022,blank,3,0,3.3916518,P,Co59,RDS,,,,0,,a,,,,,,,,,
5022022,Standard,4,6,3.514159896,P,Co59,RDS,,,,0.4,,a,,,,,,,,,
5022022,Standard,5,5,2.975187356,P,Co59,RDS,,,,0.77,,a,,,,,,,,,
5022022,Standard,6,4,1.567959506,P,Co59,RDS,,,,3.77,,a,,,,,,,,,
5022022,Standard,7,3,0.675126579,P,Co59,RDS,,,,7.8,,a,,,,,,,,,
5022022,Standard,8,2,0.863594496,P,Co59,RDS,,,,38.18,,a,,,,,,,,,
5022022,Standard,9,1,1.168121965,A,Co59,RDS,,,,366.63,,a,,,,,,,,,
5022022,blank,10,0,2.308012667,P,Co59,RDS,,,,0,,a,,,,,,,,,
5022022,blank,11,0,3.933303431,P,Co59,RDS,,,,0,,a,,,,,,,,,
5022022,Sample,12,GC35,3.094707895,P,Co59,RDS,GC02,60,,,10.08753169,,,,,,,,,,
5022022,Sample,13,GC16,4.578157739,P,Co59,RDS,MC01,36,,,10.11317572,,,,,,,,,,
5022022,Sample,14,GC52,5.586478474,P,Co59,RDS,GC02,99,,,10.3315002,,,,,,,,,,
5022022,Sample,15,GC45,0.409528834,P,Co59,RDS,GC02,18,,,10.08975976,,,,,,,,,,
5022022,Sample,16,GC10,3.004796511,P,Co59,RDS,MC01,15,,,10.11043587,,,,,,,,,,
5022022,Sample,17,GC48,1.885790698,P,Co59,RDS,GC02,108,,,10.1253554,,,,,,,,,,
5022022,blank,18,0,3.816729926,P,Co59,RDS,,,,0,,b,,,,,,,,,
5022022,Standard,19,6,6.165008732,P,Co59,RDS,,,,0.4,,b,,,,,,,,,
5022022,Standard,20,5,5.040291015,P,Co59,RDS,,,,0.77,,b,,,,,,,,,
5022022,Standard,21,4,0.61762282,P,Co59,RDS,,,,3.77,,b,,,,,,,,,
5022022,Standard,22,3,1.515740171,P,Co59,RDS,,,,7.8,,b,,,,,,,,,
5022022,Standard,23,2,0.45964229,P,Co59,RDS,,,,38.18,,b,,,,,,,,,
5022022,Standard,24,1,0.954278696,A,Co59,RDS,,,,366.63,,b,,,,,,,,,
5022022,blank,25,0,9.035456875,P,Co59,RDS,,,,0,,b,,,,,,,,,
5022022,blank,26,0,4.048437121,P,Co59,RDS,,,,0,,b,,,,,,,,,
5022022,Sample,27,GC26,3.227978247,P,Co59,RDS,GC02,63,,,10.09182441,,,,,,,,,,
5022022,Sample,28,GC06,4.357960232,P,Co59,RDS,MC01,6,,,10.03678206,,,,,,,,,,
5022022,Sample,29,GC37,5.095299744,P,Co59,RDS,GC02,27,,,10.12922565,,,,,,,,,,
5022022,Sample,30,GC39,3.241889505,P,Co59,RDS,GC02,21,,,10.1611748,,,,,,,,,,
5022022,Sample,31,GC19,1.174069683,P,Co59,RDS,GC02,69,,,10.09787795,,,,,,,,,,
5022022,Sample,32,GC42,4.011765069,P,Co59,RDS,GC02,3,,,10.09417095,,,,,,,,,,
5022022,blank,33,0,2.568900258,P,Co59,RDS,,,,0,,c,,,,,,,,,
5022022,Standard,34,6,4.552744405,P,Co59,RDS,,,,0.4,,c,,,,,,,,,
5022022,Standard,35,5,5.92619289,P,Co59,RDS,,,,0.77,,c,,,,,,,,,
5022022,Standard,36,4,1.167310487,P,Co59,RDS,,,,3.77,,c,,,,,,,,,
5022022,Standard,37,3,1.408782495,P,Co59,RDS,,,,7.8,,c,,,,,,,,,
5022022,Standard,38,2,0.748968829,P,Co59,RDS,,,,38.18,,c,,,,,,,,,
5022022,Standard,39,1,0.987766453,A,Co59,RDS,,,,366.63,,c,,,,,,,,,
5022022,blank,40,0,3.891385463,P,Co59,RDS,,,,0,,c,,,,,,,,,
5022022,blank,41,0,3.841966303,P,Co59,RDS,,,,0,,c,,,,,,,,,
5022022,Sample,42,GC20,3.75181247,P,Co59,RDS,GC02,57,,,10.11343762,,,,,,,,,,
5022022,Sample,43,GC71,1.995198772,P,Co59,RDS,GC04,110,,,10.09230754,,,,,,,,,,
5022022,Sample,44,GC03,2.958857775,P,Co59,RDS,MC01,3,,,10.11976995,,,,,,,,,,
5022022,Sample,45,GC28,3.182065723,P,Co59,RDS,GC02,54,,,10.0956967,,,,,,,,,,
5022022,Sample,46,GC44,2.314115723,P,Co59,RDS,GC02,42,,,16.40037617,,,,,,,,,,
5022022,Sample,47,GC77,3.256067797,P,Co59,RDS,GC04,80,,,10.13208268,,,,,,,,,,
5022022,blank,48,0,2.833378208,P,Co59,RDS,,,,0,,d,,,,,,,,,
5022022,Standard,49,6,2.797291544,P,Co59,RDS,,,,0.4,,d,,,,,,,,,
5022022,Standard,50,5,2.882583765,P,Co59,RDS,,,,0.77,,d,,,,,,,,,
5022022,Standard,51,4,1.169078058,P,Co59,RDS,,,,3.77,,d,,,,,,,,,
5022022,Standard,52,3,1.293862378,P,Co59,RDS,,,,7.8,,d,,,,,,,,,
5022022,Standard,53,2,0.95406044,P,Co59,RDS,,,,38.18,,d,,,,,,,,,
5022022,Standard,54,1,0.794371105,A,Co59,RDS,,,,366.63,,d,,,,,,,,,
5022022,blank,55,0,3.997570965,P,Co59,RDS,,,,0,,d,,,,,,,,,
5022022,blank,56,0,4.273761468,P,Co59,RDS,,,,0,,d,,,,,,,,,
5022022,blank,1,0,849.658,,Ni60,CPS,,,,0,,a,,,,,,,,,
5022022,blank,2,0,687.724,,Ni60,CPS,,,,0,,a,,,,,,,,,
5022022,blank,3,0,630.738,,Ni60,CPS,,,,0,,a,,,,,,,,,
5022022,Standard,4,6,1057.576,,Ni60,CPS,,,,0.4,,a,,,,,,,,,
5022022,Standard,5,5,1509.418,,Ni60,CPS,,,,0.77,,a,,,,,,,,,
5022022,Standard,6,4,12168.36,,Ni60,CPS,,,,3.77,,a,,,,,,,,,
5022022,Standard,7,3,23635.122,,Ni60,CPS,,,,7.8,,a,,,,,,,,,
5022022,Standard,8,2,111212.018,,Ni60,CPS,,,,38.18,,a,,,,,,,,,
5022022,Standard,9,1,1081463.752,,Ni60,CPS,,,,366.63,,a,,,,,,,,,
5022022,blank,10,0,717.706,,Ni60,CPS,,,,0,,a,,,,,,,,,
5022022,blank,11,0,725.704,,Ni60,CPS,,,,0,,a,,,,,,,,,
5022022,Sample,12,GC35,2433.136,,Ni60,CPS,GC02,60,,,10.08753169,,,,,,,,,,
5022022,Sample,13,GC16,2825.016,,Ni60,CPS,MC01,36,,,10.11317572,,,,,,,,,,
5022022,Sample,14,GC52,1294.498,,Ni60,CPS,GC02,99,,,10.3315002,,,,,,,,,,
5022022,Sample,15,GC45,4535.692,,Ni60,CPS,GC02,18,,,10.08975976,,,,,,,,,,
5022022,Sample,16,GC10,2240.198,,Ni60,CPS,MC01,15,,,10.11043587,,,,,,,,,,
5022022,Sample,17,GC48,1557.406,,Ni60,CPS,GC02,108,,,10.1253554,,,,,,,,,,
5022022,blank,18,0,731.698,,Ni60,CPS,,,,0,,b,,,,,,,,,
5022022,Standard,19,6,1236.518,,Ni60,CPS,,,,0.4,,b,,,,,,,,,
5022022,Standard,20,5,1631.38,,Ni60,CPS,,,,0.77,,b,,,,,,,,,
5022022,Standard,21,4,12699.504,,Ni60,CPS,,,,3.77,,b,,,,,,,,,
5022022,Standard,22,3,24528.118,,Ni60,CPS,,,,7.8,,b,,,,,,,,,
5022022,Standard,23,2,115795.23,,Ni60,CPS,,,,38.18,,b,,,,,,,,,
5022022,Standard,24,1,1104655.196,,Ni60,CPS,,,,366.63,,b,,,,,,,,,
5022022,blank,25,0,872.65,,Ni60,CPS,,,,0,,b,,,,,,,,,
5022022,blank,26,0,708.71,,Ni60,CPS,,,,0,,b,,,,,,,,,
5022022,Sample,27,GC26,2949.988,,Ni60,CPS,GC02,63,,,10.09182441,,,,,,,,,,
5022022,Sample,28,GC06,2140.226,,Ni60,CPS,MC01,6,,,10.03678206,,,,,,,,,,
5022022,Sample,29,GC37,3765.806,,Ni60,CPS,GC02,27,,,10.12922565,,,,,,,,,,
5022022,Sample,30,GC39,3541.86,,Ni60,CPS,GC02,21,,,10.1611748,,,,,,,,,,
5022022,Sample,31,GC19,2151.222,,Ni60,CPS,GC02,69,,,10.09787795,,,,,,,,,,
5022022,Sample,32,GC42,2780.038,,Ni60,CPS,GC02,3,,,10.09417095,,,,,,,,,,
5022022,blank,33,0,651.736,,Ni60,CPS,,,,0,,c,,,,,,,,,
5022022,Standard,34,6,1220.52,,Ni60,CPS,,,,0.4,,c,,,,,,,,,
5022022,Standard,35,5,1691.366,,Ni60,CPS,,,,0.77,,c,,,,,,,,,
5022022,Standard,36,4,12771.532,,Ni60,CPS,,,,3.77,,c,,,,,,,,,
5022022,Standard,37,3,24878.55,,Ni60,CPS,,,,7.8,,c,,,,,,,,,
5022022,Standard,38,2,114987.386,,Ni60,CPS,,,,38.18,,c,,,,,,,,,
5022022,Standard,39,1,1111414.078,,Ni60,CPS,,,,366.63,,c,,,,,,,,,
5022022,blank,40,0,885.64,,Ni60,CPS,,,,0,,c,,,,,,,,,
5022022,blank,41,0,741.696,,Ni60,CPS,,,,0,,c,,,,,,,,,
5022022,Sample,42,GC20,2705.054,,Ni60,CPS,GC02,57,,,10.11343762,,,,,,,,,,
5022022,Sample,43,GC71,1103.558,,Ni60,CPS,GC04,110,,,10.09230754,,,,,,,,,,
5022022,Sample,44,GC03,2312.17,,Ni60,CPS,MC01,3,,,10.11976995,,,,,,,,,,
5022022,Sample,45,GC28,2560.112,,Ni60,CPS,GC02,54,,,10.0956967,,,,,,,,,,
5022022,Sample,46,GC44,2110.22,,Ni60,CPS,GC02,42,,,16.40037617,,,,,,,,,,
5022022,Sample,47,GC77,824.662,,Ni60,CPS,GC04,80,,,10.13208268,,,,,,,,,,
5022022,blank,48,0,768.686,,Ni60,CPS,,,,0,,d,,,,,,,,,
5022022,Standard,49,6,1227.556,,Ni60,CPS,,,,0.4,,d,,,,,,,,,
5022022,Standard,50,5,1716.348,,Ni60,CPS,,,,0.77,,d,,,,,,,,,
5022022,Standard,51,4,12622.518,,Ni60,CPS,,,,3.77,,d,,,,,,,,,
5022022,Standard,52,3,24465.06,,Ni60,CPS,,,,7.8,,d,,,,,,,,,
5022022,Standard,53,2,114343.214,,Ni60,CPS,,,,38.18,,d,,,,,,,,,
5022022,Standard,54,1,1096052.484,,Ni60,CPS,,,,366.63,,d,,,,,,,,,
5022022,blank,55,0,946.618,,Ni60,CPS,,,,0,,d,,,,,,,,,
5022022,blank,56,0,833.666,,Ni60,CPS,,,,0,,d,,,,,,,,,
5022022,blank,1,0,10.05269853,P,Ni60,RDS,,,,0,,a,,,,,,,,,
5022022,blank,2,0,4.497632443,P,Ni60,RDS,,,,0,,a,,,,,,,,,
5022022,blank,3,0,11.28167134,P,Ni60,RDS,,,,0,,a,,,,,,,,,
5022022,Standard,4,6,9.780456569,P,Ni60,RDS,,,,0.4,,a,,,,,,,,,
5022022,Standard,5,5,9.514371528,P,Ni60,RDS,,,,0.77,,a,,,,,,,,,
5022022,Standard,6,4,1.053812636,P,Ni60,RDS,,,,3.77,,a,,,,,,,,,
5022022,Standard,7,3,1.126123352,P,Ni60,RDS,,,,7.8,,a,,,,,,,,,
5022022,Standard,8,2,1.234058329,P,Ni60,RDS,,,,38.18,,a,,,,,,,,,
5022022,Standard,9,1,1.093832563,P,Ni60,RDS,,,,366.63,,a,,,,,,,,,
5022022,blank,10,0,6.220091661,P,Ni60,RDS,,,,0,,a,,,,,,,,,
5022022,blank,11,0,7.706630018,P,Ni60,RDS,,,,0,,a,,,,,,,,,
5022022,Sample,12,GC35,1.260976538,P,Ni60,RDS,GC02,60,,,10.08753169,,,,,,,,,,
5022022,Sample,13,GC16,2.570908819,P,Ni60,RDS,MC01,36,,,10.11317572,,,,,,,,,,
5022022,Sample,14,GC52,10.27772347,P,Ni60,RDS,GC02,99,,,10.3315002,,,,,,,,,,
5022022,Sample,15,GC45,2.6549871,P,Ni60,RDS,GC02,18,,,10.08975976,,,,,,,,,,
5022022,Sample,16,GC10,9.342699555,P,Ni60,RDS,MC01,15,,,10.11043587,,,,,,,,,,
5022022,Sample,17,GC48,4.151298686,P,Ni60,RDS,GC02,108,,,10.1253554,,,,,,,,,,
5022022,blank,18,0,11.12619416,P,Ni60,RDS,,,,0,,b,,,,,,,,,
5022022,Standard,19,6,7.177491784,P,Ni60,RDS,,,,0.4,,b,,,,,,,,,
5022022,Standard,20,5,4.30409211,P,Ni60,RDS,,,,0.77,,b,,,,,,,,,
5022022,Standard,21,4,2.185237663,P,Ni60,RDS,,,,3.77,,b,,,,,,,,,
5022022,Standard,22,3,2.66762253,P,Ni60,RDS,,,,7.8,,b,,,,,,,,,
5022022,Standard,23,2,1.615083475,P,Ni60,RDS,,,,38.18,,b,,,,,,,,,
5022022,Standard,24,1,0.524258514,P,Ni60,RDS,,,,366.63,,b,,,,,,,,,
5022022,blank,25,0,19.76096478,P,Ni60,RDS,,,,0,,b,,,,,,,,,
5022022,blank,26,0,12.60942983,P,Ni60,RDS,,,,0,,b,,,,,,,,,
5022022,Sample,27,GC26,4.015743342,P,Ni60,RDS,GC02,63,,,10.09182441,,,,,,,,,,
5022022,Sample,28,GC06,7.302787268,P,Ni60,RDS,MC01,6,,,10.03678206,,,,,,,,,,
5022022,Sample,29,GC37,5.521366832,P,Ni60,RDS,GC02,27,,,10.12922565,,,,,,,,,,
5022022,Sample,30,GC39,4.234387881,P,Ni60,RDS,GC02,21,,,10.1611748,,,,,,,,,,
5022022,Sample,31,GC19,3.639101807,P,Ni60,RDS,GC02,69,,,10.09787795,,,,,,,,,,
5022022,Sample,32,GC42,4.079500502,P,Ni60,RDS,GC02,3,,,10.09417095,,,,,,,,,,
5022022,blank,33,0,8.871448796,P,Ni60,RDS,,,,0,,c,,,,,,,,,
5022022,Standard,34,6,3.757290659,P,Ni60,RDS,,,,0.4,,c,,,,,,,,,
5022022,Standard,35,5,5.507580605,P,Ni60,RDS,,,,0.77,,c,,,,,,,,,
5022022,Standard,36,4,3.810875336,P,Ni60,RDS,,,,3.77,,c,,,,,,,,,
5022022,Standard,37,3,1.230267166,P,Ni60,RDS,,,,7.8,,c,,,,,,,,,
5022022,Standard,38,2,0.784764909,P,Ni60,RDS,,,,38.18,,c,,,,,,,,,
5022022,Standard,39,1,1.237098966,P,Ni60,RDS,,,,366.63,,c,,,,,,,,,
5022022,blank,40,0,9.605397596,P,Ni60,RDS,,,,0,,c,,,,,,,,,
5022022,blank,41,0,7.881559498,P,Ni60,RDS,,,,0,,c,,,,,,,,,
5022022,Sample,42,GC20,3.910280123,P,Ni60,RDS,GC02,57,,,10.11343762,,,,,,,,,,
5022022,Sample,43,GC71,6.488617647,P,Ni60,RDS,GC04,110,,,10.09230754,,,,,,,,,,
5022022,Sample,44,GC03,7.024419689,P,Ni60,RDS,MC01,3,,,10.11976995,,,,,,,,,,
5022022,Sample,45,GC28,1.570477406,P,Ni60,RDS,GC02,54,,,10.0956967,,,,,,,,,,
5022022,Sample,46,GC44,6.711144794,P,Ni60,RDS,GC02,42,,,16.40037617,,,,,,,,,,
5022022,Sample,47,GC77,6.356623481,P,Ni60,RDS,GC04,80,,,10.13208268,,,,,,,,,,
5022022,blank,48,0,12.38335386,P,Ni60,RDS,,,,0,,d,,,,,,,,,
5022022,Standard,49,6,8.4760078,P,Ni60,RDS,,,,0.4,,d,,,,,,,,,
5022022,Standard,50,5,5.304583021,P,Ni60,RDS,,,,0.77,,d,,,,,,,,,
5022022,Standard,51,4,2.884628694,P,Ni60,RDS,,,,3.77,,d,,,,,,,,,
5022022,Standard,52,3,1.559155299,P,Ni60,RDS,,,,7.8,,d,,,,,,,,,
5022022,Standard,53,2,0.803528571,P,Ni60,RDS,,,,38.18,,d,,,,,,,,,
5022022,Standard,54,1,1.021062204,P,Ni60,RDS,,,,366.63,,d,,,,,,,,,
5022022,blank,55,0,9.653736191,P,Ni60,RDS,,,,0,,d,,,,,,,,,
5022022,blank,56,0,11.83576469,P,Ni60,RDS,,,,0,,d,,,,,,,,,
5022022,blank,1,0,1285.502,,Cu63,CPS,,,,0,,a,,,,,,,,,
5022022,blank,2,0,663.728,,Cu63,CPS,,,,0,,a,,,,,,,,,
5022022,blank,3,0,617.748,,Cu63,CPS,,,,0,,a,,,,,,,,,
5022022,Standard,4,6,2106.232,,Cu63,CPS,,,,0.4,,a,,,,,,,,,
5022022,Standard,5,5,3101.982,,Cu63,CPS,,,,0.77,,a,,,,,,,,,
5022022,Standard,6,4,32288.514,,Cu63,CPS,,,,3.77,,a,,,,,,,,,
5022022,Standard,7,3,63513.282,,Cu63,CPS,,,,7.8,,a,,,,,,,,,
5022022,Standard,8,2,303600.592,,Cu63,CPS,,,,38.18,,a,,,,,,,,,
5022022,Standard,9,1,3207447.424,,Cu63,CPS,,,,366.63,,a,,,,,,,,,
5022022,blank,10,0,505.79,,Cu63,CPS,,,,0,,a,,,,,,,,,
5022022,blank,11,0,556.77,,Cu63,CPS,,,,0,,a,,,,,,,,,
5022022,Sample,12,GC35,562.768,,Cu63,CPS,GC02,60,,,10.08753169,,,,,,,,,,
5022022,Sample,13,GC16,2834.052,,Cu63,CPS,MC01,36,,,10.11317572,,,,,,,,,,
5022022,Sample,14,GC52,1874.302,,Cu63,CPS,GC02,99,,,10.3315002,,,,,,,,,,
5022022,Sample,15,GC45,1948.276,,Cu63,CPS,GC02,18,,,10.08975976,,,,,,,,,,
5022022,Sample,16,GC10,634.742,,Cu63,CPS,MC01,15,,,10.11043587,,,,,,,,,,
5022022,Sample,17,GC48,681.722,,Cu63,CPS,GC02,108,,,10.1253554,,,,,,,,,,
5022022,blank,18,0,519.784,,Cu63,CPS,,,,0,,b,,,,,,,,,
5022022,Standard,19,6,2254.188,,Cu63,CPS,,,,0.4,,b,,,,,,,,,
5022022,Standard,20,5,3130.964,,Cu63,CPS,,,,0.77,,b,,,,,,,,,
5022022,Standard,21,4,33177.94,,Cu63,CPS,,,,3.77,,b,,,,,,,,,
5022022,Standard,22,3,65813.46,,Cu63,CPS,,,,7.8,,b,,,,,,,,,
5022022,Standard,23,2,312946.95,,Cu63,CPS,,,,38.18,,b,,,,,,,,,
5022022,Standard,24,1,3293296.364,,Cu63,CPS,,,,366.63,,b,,,,,,,,,
5022022,blank,25,0,1009.604,,Cu63,CPS,,,,0,,b,,,,,,,,,
5022022,blank,26,0,573.766,,Cu63,CPS,,,,0,,b,,,,,,,,,
5022022,Sample,27,GC26,882.642,,Cu63,CPS,GC02,63,,,10.09182441,,,,,,,,,,
5022022,Sample,28,GC06,1656.374,,Cu63,CPS,MC01,6,,,10.03678206,,,,,,,,,,
5022022,Sample,29,GC37,3922.778,,Cu63,CPS,GC02,27,,,10.12922565,,,,,,,,,,
5022022,Sample,30,GC39,1673.368,,Cu63,CPS,GC02,21,,,10.1611748,,,,,,,,,,
5022022,Sample,31,GC19,1326.484,,Cu63,CPS,GC02,69,,,10.09787795,,,,,,,,,,
5022022,Sample,32,GC42,7675.514,,Cu63,CPS,GC02,3,,,10.09417095,,,,,,,,,,
5022022,blank,33,0,536.78,,Cu63,CPS,,,,0,,c,,,,,,,,,
5022022,Standard,34,6,2077.236,,Cu63,CPS,,,,0.4,,c,,,,,,,,,
5022022,Standard,35,5,3226.94,,Cu63,CPS,,,,0.77,,c,,,,,,,,,
5022022,Standard,36,4,33531.566,,Cu63,CPS,,,,3.77,,c,,,,,,,,,
5022022,Standard,37,3,65755.218,,Cu63,CPS,,,,7.8,,c,,,,,,,,,
5022022,Standard,38,2,310590.204,,Cu63,CPS,,,,38.18,,c,,,,,,,,,
5022022,Standard,39,1,3308277.094,,Cu63,CPS,,,,366.63,,c,,,,,,,,,
5022022,blank,40,0,1083.566,,Cu63,CPS,,,,0,,c,,,,,,,,,
5022022,blank,41,0,717.71,,Cu63,CPS,,,,0,,c,,,,,,,,,
5022022,Sample,42,GC20,1143.544,,Cu63,CPS,GC02,57,,,10.11343762,,,,,,,,,,
5022022,Sample,43,GC71,857.654,,Cu63,CPS,GC04,110,,,10.09230754,,,,,,,,,,
5022022,Sample,44,GC03,26038.954,,Cu63,CPS,MC01,3,,,10.11976995,,,,,,,,,,
5022022,Sample,45,GC28,1607.396,,Cu63,CPS,GC02,54,,,10.0956967,,,,,,,,,,
5022022,Sample,46,GC44,2872.022,,Cu63,CPS,GC02,42,,,16.40037617,,,,,,,,,,
5022022,Sample,47,GC77,1370.474,,Cu63,CPS,GC04,80,,,10.13208268,,,,,,,,,,
5022022,blank,48,0,991.606,,Cu63,CPS,,,,0,,d,,,,,,,,,
5022022,Standard,49,6,2612.08,,Cu63,CPS,,,,0.4,,d,,,,,,,,,
5022022,Standard,50,5,3566.862,,Cu63,CPS,,,,0.77,,d,,,,,,,,,
5022022,Standard,51,4,33290.22,,Cu63,CPS,,,,3.77,,d,,,,,,,,,
5022022,Standard,52,3,65092.866,,Cu63,CPS,,,,7.8,,d,,,,,,,,,
5022022,Standard,53,2,308399.808,,Cu63,CPS,,,,38.18,,d,,,,,,,,,
5022022,Standard,54,1,3269171.502,,Cu63,CPS,,,,366.63,,d,,,,,,,,,
5022022,blank,55,0,1556.41,,Cu63,CPS,,,,0,,d,,,,,,,,,
5022022,blank,56,0,1032.586,,Cu63,CPS,,,,0,,d,,,,,,,,,
5022022,blank,1,0,10.73438638,P,Cu63,RDS,,,,0,,a,,,,,,,,,
5022022,blank,2,0,11.45004832,P,Cu63,RDS,,,,0,,a,,,,,,,,,
5022022,blank,3,0,14.55907621,P,Cu63,RDS,,,,0,,a,,,,,,,,,
5022022,Standard,4,6,4.585352355,P,Cu63,RDS,,,,0.4,,a,,,,,,,,,
5022022,Standard,5,5,3.783822362,P,Cu63,RDS,,,,0.77,,a,,,,,,,,,
5022022,Standard,6,4,1.850114587,P,Cu63,RDS,,,,3.77,,a,,,,,,,,,
5022022,Standard,7,3,1.370705155,P,Cu63,RDS,,,,7.8,,a,,,,,,,,,
5022022,Standard,8,2,0.896787848,P,Cu63,RDS,,,,38.18,,a,,,,,,,,,
5022022,Standard,9,1,1.175860018,A,Cu63,RDS,,,,366.63,,a,,,,,,,,,
5022022,blank,10,0,13.59214945,P,Cu63,RDS,,,,0,,a,,,,,,,,,
5022022,blank,11,0,11.78336055,P,Cu63,RDS,,,,0,,a,,,,,,,,,
5022022,Sample,12,GC35,9.821448388,P,Cu63,RDS,GC02,60,,,10.08753169,,,,,,,,,,
5022022,Sample,13,GC16,5.970241097,P,Cu63,RDS,MC01,36,,,10.11317572,,,,,,,,,,
5022022,Sample,14,GC52,6.941510364,P,Cu63,RDS,GC02,99,,,10.3315002,,,,,,,,,,
5022022,Sample,15,GC45,5.979610608,P,Cu63,RDS,GC02,18,,,10.08975976,,,,,,,,,,
5022022,Sample,16,GC10,5.455846916,P,Cu63,RDS,MC01,15,,,10.11043587,,,,,,,,,,
5022022,Sample,17,GC48,9.845132208,P,Cu63,RDS,GC02,108,,,10.1253554,,,,,,,,,,
5022022,blank,18,0,8.733529417,P,Cu63,RDS,,,,0,,b,,,,,,,,,
5022022,Standard,19,6,7.65879212,P,Cu63,RDS,,,,0.4,,b,,,,,,,,,
5022022,Standard,20,5,2.021814766,P,Cu63,RDS,,,,0.77,,b,,,,,,,,,
5022022,Standard,21,4,1.23557811,P,Cu63,RDS,,,,3.77,,b,,,,,,,,,
5022022,Standard,22,3,1.108419576,P,Cu63,RDS,,,,7.8,,b,,,,,,,,,
5022022,Standard,23,2,0.645468336,P,Cu63,RDS,,,,38.18,,b,,,,,,,,,
5022022,Standard,24,1,0.993560809,A,Cu63,RDS,,,,366.63,,b,,,,,,,,,
5022022,blank,25,0,43.32025252,P,Cu63,RDS,,,,0,,b,,,,,,,,,
5022022,blank,26,0,7.219704982,P,Cu63,RDS,,,,0,,b,,,,,,,,,
5022022,Sample,27,GC26,3.6828855,P,Cu63,RDS,GC02,63,,,10.09182441,,,,,,,,,,
5022022,Sample,28,GC06,3.059840177,P,Cu63,RDS,MC01,6,,,10.03678206,,,,,,,,,,
5022022,Sample,29,GC37,4.594465333,P,Cu63,RDS,GC02,27,,,10.12922565,,,,,,,,,,
5022022,Sample,30,GC39,4.119508556,P,Cu63,RDS,GC02,21,,,10.1611748,,,,,,,,,,
5022022,Sample,31,GC19,4.619588258,P,Cu63,RDS,GC02,69,,,10.09787795,,,,,,,,,,
5022022,Sample,32,GC42,1.043010832,P,Cu63,RDS,GC02,3,,,10.09417095,,,,,,,,,,
5022022,blank,33,0,11.56597108,P,Cu63,RDS,,,,0,,c,,,,,,,,,
5022022,Standard,34,6,5.071868084,P,Cu63,RDS,,,,0.4,,c,,,,,,,,,
5022022,Standard,35,5,6.735210849,P,Cu63,RDS,,,,0.77,,c,,,,,,,,,
5022022,Standard,36,4,1.443377242,P,Cu63,RDS,,,,3.77,,c,,,,,,,,,
